Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
52.06,0.849611,0.847527
52.07,0.849556,0.842923
52.08,0.849500,0.840682
52.09,0.849444,0.847711
52.10,0.849389,0.845695
52.11,0.849333,0.848248
52.12,0.849278,0.850811
52.13,0.849222,0.852180
52.14,0.849167,0.848098
52.15,0.849111,0.854261
52.16,0.849056,0.859205
52.17,0.849000,0.865177
52.18,0.848944,0.866739
52.19,0.848889,0.862039
52.20,0.848833,0.859300
52.21,0.848778,0.857561
52.22,0.848722,0.857074
52.23,0.848667,0.856008
52.24,0.848611,0.850172
52.25,0.848556,0.849040
52.26,0.848500,0.842839
52.27,0.848444,0.844857
52.28,0.848389,0.836494
52.29,0.848333,0.833022
52.30,0.848278,0.829472
52.31,0.848222,0.829845
52.32,0.848167,0.829305
52.33,0.848111,0.834389
52.34,0.848056,0.835889
52.35,0.848000,0.836635
52.36,0.847944,0.834651
52.37,0.847889,0.836338
52.38,0.847833,0.841667
52.39,0.847778,0.841804
52.40,0.847722,0.847840
52.41,0.847667,0.845749
52.42,0.847611,0.837721
52.43,0.847556,0.831474
52.44,0.847500,0.825241
52.45,0.847444,0.825733
52.46,0.847389,0.832323
52.47,0.847333,0.824049
52.48,0.847278,0.824680
52.49,0.847222,0.826991
52.50,0.847167,0.831724
52.51,0.847111,0.830977
52.52,0.847056,0.836666
52.53,0.847000,0.832733
52.54,0.846944,0.832444
52.55,0.846889,0.825844
52.56,0.846833,0.826989
52.57,0.846778,0.835415
52.58,0.846722,0.830409
52.59,0.846667,0.826177
52.60,0.846611,0.827807
52.61,0.846556,0.826471
52.62,0.846500,0.826780
52.63,0.846444,0.821661
52.64,0.846389,0.828155
52.65,0.846333,0.837528
52.66,0.846278,0.839652
52.67,0.846222,0.845108
52.68,0.846167,0.846361
52.69,0.846111,0.843654
52.70,0.846056,0.842845
52.71,0.846000,0.839455
52.72,0.845944,0.835379
52.73,0.845889,0.842880
52.74,0.845833,0.845304
52.75,0.845778,0.842118
52.76,0.845722,0.850684
52.77,0.845667,0.851824
52.78,0.845611,0.852117
52.79,0.845556,0.850289
52.80,0.845500,0.853743
52.81,0.845444,0.849239
52.82,0.845389,0.850516
52.83,0.845333,0.855461
52.84,0.845278,0.852800
52.85,0.845222,0.849931
52.86,0.845167,0.850980
52.87,0.845111,0.849278
52.88,0.845056,0.845820
52.89,0.845000,0.849614
52.90,0.844944,0.850062
52.91,0.844889,0.853501
52.92,0.844833,0.852498
52.93,0.844778,0.857860
52.94,0.844722,0.861323
52.95,0.844667,0.868987
52.96,0.844611,0.869645
52.97,0.844556,0.872295
52.98,0.844500,0.874446
52.99,0.844444,0.873505
53.00,0.844389,0.872896
53.01,0.844333,0.867277
53.02,0.844278,0.867582
53.03,0.844222,0.871292
53.04,0.844167,0.869748
53.05,0.844111,0.877600
53.06,0.844056,0.873816
53.07,0.844000,0.865636
53.08,0.843944,0.874132
53.09,0.843889,0.866442
53.10,0.843833,0.868771
53.11,0.843778,0.868603
53.12,0.843722,0.866330
53.13,0.843667,0.862226
53.14,0.843611,0.861678
53.15,0.843556,0.853707
53.16,0.843500,0.852555
53.17,0.843444,0.860090
53.18,0.843389,0.860218
53.19,0.843333,0.855304
53.20,0.843278,0.855589
53.21,0.843222,0.857578
53.22,0.843167,0.856074
53.23,0.843111,0.861661
53.24,0.843056,0.863729
53.25,0.843000,0.860695
53.26,0.842944,0.854943
53.27,0.842889,0.860364
53.28,0.842833,0.868007
53.29,0.842778,0.873268
53.30,0.842722,0.880659
53.31,0.842667,0.871078
53.32,0.842611,0.866661
53.33,0.842556,0.867534
53.34,0.842500,0.866158
53.35,0.842444,0.871880
53.36,0.842389,0.865416
53.37,0.842333,0.869348
53.38,0.842278,0.876464
53.39,0.842222,0.883328
53.40,0.842167,0.888541
53.41,0.842111,0.894477
53.42,0.842056,0.896071
53.43,0.842000,0.894283
53.44,0.841944,0.894272
53.45,0.841889,0.898490
53.46,0.841833,0.898627
53.47,0.841778,0.897650
53.48,0.841722,0.897014
53.49,0.841667,0.891457
53.50,0.841611,0.886193
53.51,0.841556,0.884640
53.52,0.841500,0.887575
53.53,0.841444,0.883050
53.54,0.841389,0.881502
53.55,0.841333,0.874867
53.56,0.841278,0.879452
53.57,0.841222,0.878435
53.58,0.841167,0.874119
53.59,0.841111,0.876407
53.60,0.841056,0.877001
53.61,0.841000,0.876563
53.62,0.840944,0.880172
53.63,0.840889,0.872056
53.64,0.840833,0.873601
53.65,0.840778,0.870149
53.66,0.840722,0.867222
53.67,0.840667,0.870549
53.68,0.840611,0.866191
53.69,0.840556,0.866519
53.70,0.840500,0.857658
53.71,0.840444,0.856771
53.72,0.840389,0.857530
53.73,0.840333,0.860882
53.74,0.840278,0.855035
53.75,0.840222,0.850299
53.76,0.840167,0.850272
53.77,0.840111,0.855691
53.78,0.840056,0.848403
53.79,0.840000,0.847832
53.80,0.839944,0.847784
53.81,0.839889,0.846927
53.82,0.839833,0.855482
53.83,0.839778,0.847380
53.84,0.839722,0.844813
53.85,0.839667,0.838494
53.86,0.839611,0.830576
53.87,0.839556,0.830911
53.88,0.839500,0.836790
53.89,0.839444,0.842561
53.90,0.839389,0.841764
53.91,0.839333,0.844122
53.92,0.839278,0.837709
53.93,0.839222,0.833338
53.94,0.839167,0.829018
53.95,0.839111,0.832223
53.96,0.839056,0.832080
53.97,0.839000,0.837299
53.98,0.838944,0.833845
53.99,0.838889,0.839910
54.00,0.838833,0.846467
54.01,0.838778,0.851378
54.02,0.838722,0.858235
54.03,0.838667,0.858886
54.04,0.838611,0.856280
54.05,0.838556,0.852446
54.06,0.838500,0.851978
54.07,0.838444,0.846373
54.08,0.838389,0.847434
54.09,0.838333,0.855229
54.10,0.838278,0.852538
54.11,0.838222,0.857925
54.12,0.838167,0.852305
54.13,0.838111,0.843642
54.14,0.838056,0.836091
54.15,0.838000,0.832041
54.16,0.837944,0.833387
54.17,0.837889,0.828210
54.18,0.837833,0.833632
54.19,0.837778,0.833907
54.20,0.837722,0.833764
54.21,0.837667,0.838279
54.22,0.837611,0.847083
54.23,0.837556,0.850518
54.24,0.837500,0.848971
54.25,0.837444,0.843938
54.26,0.837389,0.847475
54.27,0.837333,0.841377
54.28,0.837278,0.832457
54.29,0.837222,0.830831
54.30,0.837167,0.821569
54.31,0.837111,0.824066
54.32,0.837056,0.822529
54.33,0.837000,0.822763
54.34,0.836944,0.824200
54.35,0.836889,0.828522
54.36,0.836833,0.830968
54.37,0.836778,0.824217
54.38,0.836722,0.821242
54.39,0.836667,0.818273
54.40,0.836611,0.822693
54.41,0.836556,0.820373
54.42,0.836500,0.821376
54.43,0.836444,0.817786
54.44,0.836389,0.819385
54.45,0.836333,0.819300
54.46,0.836278,0.820841
54.47,0.836222,0.823034
54.48,0.836167,0.822006
54.49,0.836111,0.820199
54.50,0.836056,0.824232
54.51,0.836000,0.828827
54.52,0.835944,0.831838
54.53,0.835889,0.833734
54.54,0.835833,0.840725
54.55,0.835778,0.836932
54.56,0.835722,0.832763
54.57,0.835667,0.833699
54.58,0.835611,0.828826
54.59,0.835556,0.828987
54.60,0.835500,0.830055
54.61,0.835444,0.834834
54.62,0.835389,0.828600
54.63,0.835333,0.831298
54.64,0.835278,0.831770
54.65,0.835222,0.836383
54.66,0.835167,0.838904
54.67,0.835111,0.841944
54.68,0.835056,0.842546
54.69,0.835000,0.835822
54.70,0.834944,0.832780
54.71,0.834889,0.833901
54.72,0.834833,0.825755
54.73,0.834778,0.819619
54.74,0.834722,0.819681
54.75,0.834667,0.824707
54.76,0.834611,0.827019
54.77,0.834556,0.828434
54.78,0.834500,0.835887
54.79,0.834444,0.843986
54.80,0.834389,0.850480
54.81,0.834333,0.856336
54.82,0.834278,0.853258
54.83,0.834222,0.850190
54.84,0.834167,0.847126
54.85,0.834111,0.838585
54.86,0.834056,0.838059
54.87,0.834000,0.837548
54.88,0.833944,0.835423
54.89,0.833889,0.828300
54.90,0.833833,0.830866
54.91,0.833778,0.824102
54.92,0.833722,0.826609
54.93,0.833667,0.827093
54.94,0.833611,0.826647
54.95,0.833556,0.821137
54.96,0.833500,0.825564
54.97,0.833444,0.826284
54.98,0.833389,0.823116
54.99,0.833333,0.820870
55.00,0.833278,0.813625
55.01,0.833278,0.813288
55.02,0.833278,0.817942
55.03,0.833278,0.813491
55.04,0.833278,0.814986
55.05,0.833278,0.809522
55.06,0.833278,0.808824
55.07,0.833278,0.802561
55.08,0.833278,0.805763
55.09,0.833278,0.805699
55.10,0.833278,0.806654
55.11,0.833278,0.814793
55.12,0.833278,0.811264
55.13,0.833278,0.806134
55.14,0.833278,0.805248
55.15,0.833278,0.805917
55.16,0.833278,0.800571
55.17,0.833278,0.797037
55.18,0.833278,0.799729
55.19,0.833278,0.801202
55.20,0.833278,0.796325
55.21,0.833278,0.804933
55.22,0.833278,0.806018
55.23,0.833278,0.810623
55.24,0.833278,0.807952
55.25,0.833278,0.814828
55.26,0.833278,0.818309
55.27,0.833278,0.820139
55.28,0.833278,0.815499
55.29,0.833278,0.819161
55.30,0.833278,0.826350
55.31,0.833278,0.823830
55.32,0.833278,0.830857
55.33,0.833278,0.828890
55.34,0.833278,0.829939
55.35,0.833278,0.827593
55.36,0.833278,0.825942
55.37,0.833278,0.826588
55.38,0.833278,0.822129
55.39,0.833278,0.821489
55.40,0.833278,0.828396
55.41,0.833278,0.821123
55.42,0.833278,0.826416
55.43,0.833278,0.830301
55.44,0.833278,0.833746
55.45,0.833278,0.834320
55.46,0.833278,0.827954
55.47,0.833278,0.837483
55.48,0.833278,0.837517
55.49,0.833278,0.837959
55.50,0.833278,0.834719
55.51,0.833278,0.841566
55.52,0.833278,0.849188
55.53,0.833278,0.852572
55.54,0.833278,0.848914
55.55,0.833278,0.844573
55.56,0.833278,0.843131
55.57,0.833278,0.843573
55.58,0.833278,0.841449
55.59,0.833278,0.838895
55.60,0.833278,0.836736
55.61,0.833278,0.836895
55.62,0.833278,0.831857
55.63,0.833278,0.835453
55.64,0.833278,0.841772
55.65,0.833278,0.840333
55.66,0.833278,0.841794
55.67,0.833278,0.838519
55.68,0.833278,0.844116
55.69,0.833278,0.834949
55.70,0.833278,0.837820
55.71,0.833278,0.838045
55.72,0.833278,0.837037
55.73,0.833278,0.833211
55.74,0.833278,0.840424
55.75,0.833278,0.847584
55.76,0.833278,0.841349
55.77,0.833278,0.839513
55.78,0.833278,0.835802
55.79,0.833278,0.830898
55.80,0.833278,0.826167
55.81,0.833278,0.832199
55.82,0.833278,0.827318
55.83,0.833278,0.832291
55.84,0.833278,0.835661
55.85,0.833278,0.830551
55.86,0.833278,0.836323
55.87,0.833278,0.836184
55.88,0.833278,0.841753
55.89,0.833278,0.837137
55.90,0.833278,0.832074
55.91,0.833278,0.828515
55.92,0.833278,0.832116
55.93,0.833278,0.831304
55.94,0.833278,0.826954
55.95,0.833278,0.833975
55.96,0.833278,0.825961
55.97,0.833278,0.826187
55.98,0.833278,0.825381
55.99,0.833278,0.827155
56.00,0.833278,0.826415
56.01,0.833278,0.821933
56.02,0.833278,0.821788
56.03,0.833278,0.827669
56.04,0.833278,0.829260
56.05,0.833278,0.827533
56.06,0.833278,0.833315
56.07,0.833278,0.835834
56.08,0.833278,0.840302
56.09,0.833278,0.844204
56.10,0.833278,0.843994
56.11,0.833278,0.842152
56.12,0.833278,0.849459
56.13,0.833278,0.844058
56.14,0.833278,0.839664
56.15,0.833278,0.842674
56.16,0.833278,0.840678
56.17,0.833278,0.839463
56.18,0.833278,0.843598
56.19,0.833278,0.841570
56.20,0.833278,0.842878
56.21,0.833278,0.842605
56.22,0.833278,0.843360
56.23,0.833278,0.843682
56.24,0.833278,0.847871
56.25,0.833278,0.840277
56.26,0.833278,0.838464
56.27,0.833278,0.836924
56.28,0.833278,0.841866
56.29,0.833278,0.841731
56.30,0.833278,0.842725
56.31,0.833278,0.843378
56.32,0.833278,0.843804
56.33,0.833278,0.846463
56.34,0.833278,0.845965
56.35,0.833278,0.847730
56.36,0.833278,0.852185
56.37,0.833278,0.852600
56.38,0.833278,0.858213
56.39,0.833278,0.857189
56.40,0.833278,0.848340
56.41,0.833278,0.846853
56.42,0.833278,0.846646
56.43,0.833278,0.847878
56.44,0.833278,0.841503
56.45,0.833278,0.837398
56.46,0.833278,0.840080
56.47,0.833278,0.836742
56.48,0.833278,0.833111
56.49,0.833278,0.833802
56.50,0.833278,0.831096
56.51,0.833278,0.826848
56.52,0.833278,0.828171
56.53,0.833278,0.833632
56.54,0.833278,0.840332
56.55,0.833278,0.845974
56.56,0.833278,0.844058
56.57,0.833278,0.838938
56.58,0.833278,0.841055
56.59,0.833278,0.847288
56.60,0.833278,0.845120
56.61,0.833278,0.844971
56.62,0.833278,0.841453
56.63,0.833278,0.839079
56.64,0.833278,0.839347
56.65,0.833278,0.840729
56.66,0.833278,0.840016
56.67,0.833278,0.844239
56.68,0.833278,0.836856
56.69,0.833278,0.830041
56.70,0.833278,0.823059
56.71,0.833278,0.816736
56.72,0.833278,0.820557
56.73,0.833278,0.816981
56.74,0.833278,0.820285
56.75,0.833278,0.825412
56.76,0.833278,0.825961
56.77,0.833278,0.821475
56.78,0.833278,0.823183
56.79,0.833278,0.823809
56.80,0.833278,0.831572
56.81,0.833278,0.837216
56.82,0.833278,0.836830
56.83,0.833278,0.832770
56.84,0.833278,0.826397
56.85,0.833278,0.827315
56.86,0.833278,0.822876
56.87,0.833278,0.815114
56.88,0.833278,0.816944
56.89,0.833278,0.811541
56.90,0.833278,0.816255
56.91,0.833278,0.814973
56.92,0.833278,0.806362
56.93,0.833278,0.805323
56.94,0.833278,0.803095
56.95,0.833278,0.795010
56.96,0.833278,0.790487
56.97,0.833278,0.793703
56.98,0.833278,0.799258
56.99,0.833278,0.794790
57.00,0.833278,0.798566
57.01,0.833278,0.805178
57.02,0.833278,0.809200
57.03,0.833278,0.807857
57.04,0.833278,0.809528
57.05,0.833278,0.803869
57.06,0.833278,0.799025
57.07,0.833278,0.802955
57.08,0.833278,0.808484
57.09,0.833278,0.804807
57.10,0.833278,0.809041
57.11,0.833278,0.809850
57.12,0.833278,0.811964
57.13,0.833278,0.811745
57.14,0.833278,0.803749
57.15,0.833278,0.805667
57.16,0.833278,0.808952
57.17,0.833278,0.811503
57.18,0.833278,0.804228
57.19,0.833278,0.802337
57.20,0.833278,0.805227
57.21,0.833278,0.808421
57.22,0.833278,0.804536
57.23,0.833278,0.805706
57.24,0.833278,0.810420
57.25,0.833278,0.812299
57.26,0.833278,0.811654
57.27,0.833278,0.812568
57.28,0.833278,0.816216
57.29,0.833278,0.822711
57.30,0.833278,0.819336
57.31,0.833278,0.818849
57.32,0.833278,0.811721
57.33,0.833278,0.812532
57.34,0.833278,0.811368
57.35,0.833278,0.812910
57.36,0.833278,0.808250
57.37,0.833278,0.814008
57.38,0.833278,0.810538
57.39,0.833278,0.814679
57.40,0.833278,0.814567
57.41,0.833278,0.808412
57.42,0.833278,0.818370
57.43,0.833278,0.821717
57.44,0.833278,0.821665
57.45,0.833278,0.814740
57.46,0.833278,0.816674
57.47,0.833278,0.816595
57.48,0.833278,0.819902
57.49,0.833278,0.828012
57.50,0.833278,0.825784
57.51,0.833278,0.834096
57.52,0.833278,0.827953
57.53,0.833278,0.821619
57.54,0.833278,0.827310
57.55,0.833278,0.831051
57.56,0.833278,0.829840
57.57,0.833278,0.829385
57.58,0.833278,0.828027
57.59,0.833278,0.828465
57.60,0.833278,0.831961
57.61,0.833278,0.837179
57.62,0.833278,0.843440
57.63,0.833278,0.838191
57.64,0.833278,0.839389
57.65,0.833278,0.835617
57.66,0.833278,0.834446
57.67,0.833278,0.836600
57.68,0.833278,0.833036
57.69,0.833278,0.837914
57.70,0.833278,0.840463
57.71,0.833278,0.835732
57.72,0.833278,0.836715
57.73,0.833278,0.832737
57.74,0.833278,0.831570
57.75,0.833278,0.833314
57.76,0.833278,0.829663
57.77,0.833278,0.834967
57.78,0.833278,0.828892
57.79,0.833278,0.828062
57.80,0.833278,0.830858
57.81,0.833278,0.834787
57.82,0.833278,0.835598
57.83,0.833278,0.840799
57.84,0.833278,0.839342
57.85,0.833278,0.838351
57.86,0.833278,0.845097
57.87,0.833278,0.837326
57.88,0.833278,0.840825
57.89,0.833278,0.837727
57.90,0.833278,0.832376
57.91,0.833278,0.839027
57.92,0.833278,0.834143
57.93,0.833278,0.829332
57.94,0.833278,0.831057
57.95,0.833278,0.831801
57.96,0.833278,0.837447
57.97,0.833278,0.834263
57.98,0.833278,0.841977
57.99,0.833278,0.839348
58.00,0.833278,0.840509
58.01,0.833278,0.840499
58.02,0.833278,0.833911
58.03,0.833278,0.832903
58.04,0.833278,0.840459
58.05,0.833278,0.839935
58.06,0.833278,0.840866
58.07,0.833278,0.835498
58.08,0.833278,0.838749
58.09,0.833278,0.836439
58.10,0.833278,0.837703
58.11,0.833278,0.835224
58.12,0.833278,0.838387
58.13,0.833278,0.831259
58.14,0.833278,0.825003
58.15,0.833278,0.819071
58.16,0.833278,0.813970
58.17,0.833278,0.813572
58.18,0.833278,0.820081
58.19,0.833278,0.828515
58.20,0.833278,0.831713
58.21,0.833278,0.823796
58.22,0.833278,0.824901
58.23,0.833278,0.827921
58.24,0.833278,0.830112
58.25,0.833278,0.832424
58.26,0.833278,0.834245
58.27,0.833278,0.831477
58.28,0.833278,0.829939
58.29,0.833278,0.826709
58.30,0.833278,0.821742
58.31,0.833278,0.817259
58.32,0.833278,0.814790
58.33,0.833278,0.817345
58.34,0.833278,0.816102
58.35,0.833278,0.816655
58.36,0.833278,0.818728
58.37,0.833278,0.821759
58.38,0.833278,0.820773
58.39,0.833278,0.813954
58.40,0.833278,0.815815
58.41,0.833278,0.814938
58.42,0.833278,0.819952
58.43,0.833278,0.828903
58.44,0.833278,0.827246
58.45,0.833278,0.830172
58.46,0.833278,0.838550
58.47,0.833278,0.840456
58.48,0.833278,0.836323
58.49,0.833278,0.836146
58.50,0.833278,0.843897
58.51,0.833278,0.846534
58.52,0.833278,0.852165
58.53,0.833278,0.853271
58.54,0.833278,0.850943
58.55,0.833278,0.853327
58.56,0.833278,0.852948
58.57,0.833278,0.849083
58.58,0.833278,0.845360
58.59,0.833278,0.839915
58.60,0.833278,0.843414
58.61,0.833278,0.836905
58.62,0.833278,0.841029
58.63,0.833278,0.832342
58.64,0.833278,0.838794
58.65,0.833278,0.833584
58.66,0.833278,0.828048
58.67,0.833278,0.827861
58.68,0.833278,0.835194
58.69,0.833278,0.842369
58.70,0.833278,0.834869
58.71,0.833278,0.840818
58.72,0.833278,0.845524
58.73,0.833278,0.845738
58.74,0.833278,0.844917
58.75,0.833278,0.841859
58.76,0.833278,0.848177
58.77,0.833278,0.849425
58.78,0.833278,0.846718
58.79,0.833278,0.840192
58.80,0.833278,0.840802
58.81,0.833278,0.835214
58.82,0.833278,0.837860
58.83,0.833278,0.838145
58.84,0.833278,0.831412
58.85,0.833278,0.836048
58.86,0.833278,0.839282
58.87,0.833278,0.847451
58.88,0.833278,0.848323
58.89,0.833278,0.847307
58.90,0.833278,0.849110
58.91,0.833278,0.847031
58.92,0.833278,0.843584
58.93,0.833278,0.835521
58.94,0.833278,0.837848
58.95,0.833278,0.830195
58.96,0.833278,0.833329
58.97,0.833278,0.833052
58.98,0.833278,0.825368
58.99,0.833278,0.823834
59.00,0.833278,0.821634
59.01,0.833278,0.824561
59.02,0.833278,0.819655
59.03,0.833278,0.819874
59.04,0.833278,0.819361
59.05,0.833278,0.818349
59.06,0.833278,0.817685
59.07,0.833278,0.815186
59.08,0.833278,0.813501
59.09,0.833278,0.811975
59.10,0.833278,0.813597
59.11,0.833278,0.815369
59.12,0.833278,0.811921
59.13,0.833278,0.813962
59.14,0.833278,0.813451
59.15,0.833278,0.812858
59.16,0.833278,0.807640
59.17,0.833278,0.809726
59.18,0.833278,0.807508
59.19,0.833278,0.808155
59.20,0.833278,0.815995
59.21,0.833278,0.818395
59.22,0.833278,0.810912
59.23,0.833278,0.811022
59.24,0.833278,0.805141
59.25,0.833278,0.802462
59.26,0.833278,0.807926
59.27,0.833278,0.809682
59.28,0.833278,0.810240
59.29,0.833278,0.816044
59.30,0.833278,0.819371
59.31,0.833278,0.817726
59.32,0.833278,0.822023
59.33,0.833278,0.828851
59.34,0.833278,0.825529
59.35,0.833278,0.831612
59.36,0.833278,0.827675
59.37,0.833278,0.828829
59.38,0.833278,0.831906
59.39,0.833278,0.825482
59.40,0.833278,0.825477
59.41,0.833278,0.830844
59.42,0.833278,0.825079
59.43,0.833278,0.820448
59.44,0.833278,0.827129
59.45,0.833278,0.831405
59.46,0.833278,0.829129
59.47,0.833278,0.829819
59.48,0.833278,0.831416
59.49,0.833278,0.838017
59.50,0.833278,0.840460
59.51,0.833278,0.836206
59.52,0.833278,0.835718
59.53,0.833278,0.832043
59.54,0.833278,0.832424
59.55,0.833278,0.833414
59.56,0.833278,0.833019
59.57,0.833278,0.831404
59.58,0.833278,0.834806
59.59,0.833278,0.833539
59.60,0.833278,0.832632
59.61,0.833278,0.829377
59.62,0.833278,0.831508
59.63,0.833278,0.829327
59.64,0.833278,0.833728
59.65,0.833278,0.839930
59.66,0.833278,0.839300
59.67,0.833278,0.845823
59.68,0.833278,0.843331
59.69,0.833278,0.841137
59.70,0.833278,0.842323
59.71,0.833278,0.838924
59.72,0.833278,0.835133
59.73,0.833278,0.840671
59.74,0.833278,0.845288
59.75,0.833278,0.850977
59.76,0.833278,0.854706
59.77,0.833278,0.857680
59.78,0.833278,0.853424
59.79,0.833278,0.848491
59.80,0.833278,0.842807
59.81,0.833278,0.836086
59.82,0.833278,0.830843
59.83,0.833278,0.829924
59.84,0.833278,0.831412
59.85,0.833278,0.830264
59.86,0.833278,0.827402
59.87,0.833278,0.820410
59.88,0.833278,0.820075
59.89,0.833278,0.818513
59.90,0.833278,0.826514
59.91,0.833278,0.826681
59.92,0.833278,0.822401
59.93,0.833278,0.819308
59.94,0.833278,0.819424
59.95,0.833278,0.820363
59.96,0.833278,0.817546
59.97,0.833278,0.817520
59.98,0.833278,0.819460
59.99,0.833278,0.824330
60.00,0.833278,0.828403
60.01,0.833222,0.825555
60.02,0.833167,0.828188
60.03,0.833111,0.829274
60.04,0.833056,0.831871
60.05,0.833000,0.833336
60.06,0.832944,0.835986
60.07,0.832889,0.825716
60.08,0.832833,0.824496
60.09,0.832778,0.833454
60.10,0.832722,0.841881
60.11,0.832667,0.835941
60.12,0.832611,0.842309
60.13,0.832556,0.842861
60.14,0.832500,0.843394
60.15,0.832444,0.841734
60.16,0.832389,0.840136
60.17,0.832333,0.835593
60.18,0.832278,0.836068
60.19,0.832222,0.836729
60.20,0.832167,0.834579
60.21,0.832111,0.831676
60.22,0.832056,0.832908
60.23,0.832000,0.836570
60.24,0.831944,0.839069
60.25,0.831889,0.834442
60.26,0.831833,0.838145
60.27,0.831778,0.830441
60.28,0.831722,0.840288
60.29,0.831667,0.834365
60.30,0.831611,0.839514
60.31,0.831556,0.839924
60.32,0.831500,0.839697
60.33,0.831444,0.839168
60.34,0.831389,0.843832
60.35,0.831333,0.842429
60.36,0.831278,0.841078
60.37,0.831222,0.841224
60.38,0.831167,0.847670
60.39,0.831111,0.848400
60.40,0.831056,0.840407
60.41,0.831000,0.832182
60.42,0.830944,0.830356
60.43,0.830889,0.834078
60.44,0.830833,0.833213
60.45,0.830778,0.830827
60.46,0.830722,0.833497
60.47,0.830667,0.824786
60.48,0.830611,0.827461
60.49,0.830556,0.825689
60.50,0.830500,0.832881
60.51,0.830444,0.831841
60.52,0.830389,0.834667
60.53,0.830333,0.828491
60.54,0.830278,0.826781
60.55,0.830222,0.828131
60.56,0.830167,0.823425
60.57,0.830111,0.829446
60.58,0.830056,0.829346
60.59,0.830000,0.834941
60.60,0.829944,0.840334
60.61,0.829889,0.848948
60.62,0.829833,0.852903
60.63,0.829778,0.854643
60.64,0.829722,0.852591
60.65,0.829667,0.845638
60.66,0.829611,0.847838
60.67,0.829556,0.843328
60.68,0.829500,0.846955
60.69,0.829444,0.842683
60.70,0.829389,0.840526
60.71,0.829333,0.839277
60.72,0.829278,0.846665
60.73,0.829222,0.854198
60.74,0.829167,0.848100
60.75,0.829111,0.852472
60.76,0.829056,0.858651
60.77,0.829000,0.855179
60.78,0.828944,0.854215
60.79,0.828889,0.856912
60.80,0.828833,0.848839
60.81,0.828778,0.849859
60.82,0.828722,0.844211
60.83,0.828667,0.844564
60.84,0.828611,0.843664
60.85,0.828556,0.835232
60.86,0.828500,0.841188
60.87,0.828444,0.839054
60.88,0.828389,0.833996
60.89,0.828333,0.833365
60.90,0.828278,0.826433
60.91,0.828222,0.828037
60.92,0.828167,0.833620
60.93,0.828111,0.834545
60.94,0.828056,0.832838
60.95,0.828000,0.824356
60.96,0.827944,0.830891
60.97,0.827889,0.840089
60.98,0.827833,0.834966
60.99,0.827778,0.834688
61.00,0.827722,0.833386
61.01,0.827667,0.829222
61.02,0.827611,0.830388
61.03,0.827556,0.825918
61.04,0.827500,0.821707
61.05,0.827444,0.821687
61.06,0.827389,0.828510
61.07,0.827333,0.836122
61.08,0.827278,0.831227
61.09,0.827222,0.829513
61.10,0.827167,0.831273
61.11,0.827111,0.839085
61.12,0.827056,0.835420
61.13,0.827000,0.839971
61.14,0.826944,0.842903
61.15,0.826889,0.843552
61.16,0.826833,0.848012
61.17,0.826778,0.838210
61.18,0.826722,0.829484
61.19,0.826667,0.827916
61.20,0.826611,0.826920
61.21,0.826556,0.817869
61.22,0.826500,0.818994
61.23,0.826444,0.826084
61.24,0.826389,0.818403
61.25,0.826333,0.812553
61.26,0.826278,0.807948
61.27,0.826222,0.809625
61.28,0.826167,0.812172
61.29,0.826111,0.814514
61.30,0.826056,0.810034
61.31,0.826000,0.806542
61.32,0.825944,0.800271
61.33,0.825889,0.800445
61.34,0.825833,0.798019
61.35,0.825778,0.797859
61.36,0.825722,0.799978
61.37,0.825667,0.797353
61.38,0.825611,0.803227
61.39,0.825556,0.803077
61.40,0.825500,0.800129
61.41,0.825444,0.806721
61.42,0.825389,0.814212
61.43,0.825333,0.810332
61.44,0.825278,0.814995
61.45,0.825222,0.812326
61.46,0.825167,0.811723
61.47,0.825111,0.808031
61.48,0.825056,0.807686
61.49,0.825000,0.809320
61.50,0.824944,0.805189
61.51,0.824889,0.801312
61.52,0.824833,0.800890
61.53,0.824778,0.803384
61.54,0.824722,0.809731
61.55,0.824667,0.802672
61.56,0.824611,0.801572
61.57,0.824556,0.801653
61.58,0.824500,0.795604
61.59,0.824444,0.805647
61.60,0.824389,0.808994
61.61,0.824333,0.811286
61.62,0.824278,0.811008
61.63,0.824222,0.806377
61.64,0.824167,0.812286
61.65,0.824111,0.808951
61.66,0.824056,0.800236
61.67,0.824000,0.801900
61.68,0.823944,0.804228
61.69,0.823889,0.802835
61.70,0.823833,0.803042
61.71,0.823778,0.803764
61.72,0.823722,0.807360
61.73,0.823667,0.812275
61.74,0.823611,0.812648
61.75,0.823556,0.811246
61.76,0.823500,0.818401
61.77,0.823444,0.822492
61.78,0.823389,0.820934
61.79,0.823333,0.814446
61.80,0.823278,0.814836
61.81,0.823222,0.815622
61.82,0.823167,0.807038
61.83,0.823111,0.805200
61.84,0.823056,0.801657
61.85,0.823000,0.798761
61.86,0.822944,0.797835
61.87,0.822889,0.800888
61.88,0.822833,0.801233
61.89,0.822778,0.802699
61.90,0.822722,0.798196
61.91,0.822667,0.797282
61.92,0.822611,0.792762
61.93,0.822556,0.791522
61.94,0.822500,0.794268
61.95,0.822444,0.796395
61.96,0.822389,0.792521
61.97,0.822333,0.798134
61.98,0.822278,0.805931
61.99,0.822222,0.807214
62.00,0.822167,0.807409
62.01,0.822111,0.805099
62.02,0.822056,0.812116
