Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
62.03,0.822000,0.814935
62.04,0.821944,0.817125
62.05,0.821889,0.814874
62.06,0.821833,0.818625
62.07,0.821778,0.817564
62.08,0.821722,0.816119
62.09,0.821667,0.815664
62.10,0.821611,0.814179
62.11,0.821556,0.814620
62.12,0.821500,0.813899
62.13,0.821444,0.813616
62.14,0.821389,0.811886
62.15,0.821333,0.810531
62.16,0.821278,0.813374
62.17,0.821222,0.807700
62.18,0.821167,0.802541
62.19,0.821111,0.803277
62.20,0.821056,0.795261
62.21,0.821000,0.798444
62.22,0.820944,0.790908
62.23,0.820889,0.793511
62.24,0.820833,0.793006
62.25,0.820778,0.794183
62.26,0.820722,0.797602
62.27,0.820667,0.795182
62.28,0.820611,0.793781
62.29,0.820556,0.792944
62.30,0.820500,0.802528
62.31,0.820444,0.800123
62.32,0.820389,0.803727
62.33,0.820333,0.803460
62.34,0.820278,0.800708
62.35,0.820222,0.795455
62.36,0.820167,0.798600
62.37,0.820111,0.794559
62.38,0.820056,0.789729
62.39,0.820000,0.786838
62.40,0.819944,0.786232
62.41,0.819889,0.788351
62.42,0.819833,0.790807
62.43,0.819778,0.791611
62.44,0.819722,0.790407
62.45,0.819667,0.789559
62.46,0.819611,0.794665
62.47,0.819556,0.796463
62.48,0.819500,0.798608
62.49,0.819444,0.797036
62.50,0.819389,0.795517
62.51,0.819333,0.802884
62.52,0.819278,0.803328
62.53,0.819222,0.796584
62.54,0.819167,0.795591
62.55,0.819111,0.800249
62.56,0.819056,0.796834
62.57,0.819000,0.798949
62.58,0.818944,0.794431
62.59,0.818889,0.795588
62.60,0.818833,0.794725
62.61,0.818778,0.805324
62.62,0.818722,0.806597
62.63,0.818667,0.805429
62.64,0.818611,0.805758
62.65,0.818556,0.809188
62.66,0.818500,0.809999
62.67,0.818444,0.812751
62.68,0.818389,0.818106
62.69,0.818333,0.822434
62.70,0.818278,0.815161
62.71,0.818222,0.820941
62.72,0.818167,0.820375
62.73,0.818111,0.819097
62.74,0.818056,0.825144
62.75,0.818000,0.832531
62.76,0.817944,0.832785
62.77,0.817889,0.837085
62.78,0.817833,0.841126
62.79,0.817778,0.849281
62.80,0.817722,0.842892
62.81,0.817667,0.842658
62.82,0.817611,0.844718
62.83,0.817556,0.844934
62.84,0.817500,0.841708
62.85,0.817444,0.840264
62.86,0.817389,0.844689
62.87,0.817333,0.842714
62.88,0.817278,0.834670
62.89,0.817222,0.829309
62.90,0.817167,0.833918
62.91,0.817111,0.833576
62.92,0.817056,0.836675
62.93,0.817000,0.834771
62.94,0.816944,0.836472
62.95,0.816889,0.845597
62.96,0.816833,0.846899
62.97,0.816778,0.848571
62.98,0.816722,0.849967
62.99,0.816667,0.850276
63.00,0.816611,0.848905
63.01,0.816556,0.849975
63.02,0.816500,0.849236
63.03,0.816444,0.848828
63.04,0.816389,0.849790
63.05,0.816333,0.842185
63.06,0.816278,0.835164
63.07,0.816222,0.833182
63.08,0.816167,0.837930
63.09,0.816111,0.836051
63.10,0.816056,0.827268
63.11,0.816000,0.827437
63.12,0.815944,0.824585
63.13,0.815889,0.823913
63.14,0.815833,0.821707
63.15,0.815778,0.821239
63.16,0.815722,0.822874
63.17,0.815667,0.824442
63.18,0.815611,0.818667
63.19,0.815556,0.816223
63.20,0.815500,0.815739
63.21,0.815444,0.820267
63.22,0.815389,0.824944
63.23,0.815333,0.822681
63.24,0.815278,0.823315
63.25,0.815222,0.826210
63.26,0.815167,0.823481
63.27,0.815111,0.823762
63.28,0.815056,0.820186
63.29,0.815000,0.820796
63.30,0.814944,0.828456
63.31,0.814889,0.824804
63.32,0.814833,0.824404
63.33,0.814778,0.821831
63.34,0.814722,0.824864
63.35,0.814667,0.825285
63.36,0.814611,0.827044
63.37,0.814556,0.832902
63.38,0.814500,0.840110
63.39,0.814444,0.833624
63.40,0.814389,0.827998
63.41,0.814333,0.835275
63.42,0.814278,0.831978
63.43,0.814222,0.829736
63.44,0.814167,0.819350
63.45,0.814111,0.819545
63.46,0.814056,0.825351
63.47,0.814000,0.832400
63.48,0.813944,0.837528
63.49,0.813889,0.842467
63.50,0.813833,0.841294
63.51,0.813778,0.837450
63.52,0.813722,0.841655
63.53,0.813667,0.846541
63.54,0.813611,0.840624
63.55,0.813556,0.841062
63.56,0.813500,0.844299
63.57,0.813444,0.845850
63.58,0.813389,0.840471
63.59,0.813333,0.840699
63.60,0.813278,0.842171
63.61,0.813222,0.838168
63.62,0.813167,0.840039
63.63,0.813111,0.841320
63.64,0.813056,0.835475
63.65,0.813000,0.841190
63.66,0.812944,0.840135
63.67,0.812889,0.836509
63.68,0.812833,0.827288
63.69,0.812778,0.830481
63.70,0.812722,0.830743
63.71,0.812667,0.827765
63.72,0.812611,0.831769
63.73,0.812556,0.824380
63.74,0.812500,0.814547
63.75,0.812444,0.806734
63.76,0.812389,0.806391
63.77,0.812333,0.811997
63.78,0.812278,0.818752
63.79,0.812222,0.819948
63.80,0.812167,0.816412
63.81,0.812111,0.815917
63.82,0.812056,0.814605
63.83,0.812000,0.814588
63.84,0.811944,0.814147
63.85,0.811889,0.822786
63.86,0.811833,0.822045
63.87,0.811778,0.821436
63.88,0.811722,0.822613
63.89,0.811667,0.821668
63.90,0.811611,0.821790
63.91,0.811556,0.819617
63.92,0.811500,0.825965
63.93,0.811444,0.832079
63.94,0.811389,0.829635
63.95,0.811333,0.828945
63.96,0.811278,0.824729
63.97,0.811222,0.826919
63.98,0.811167,0.820377
63.99,0.811111,0.813652
64.00,0.811056,0.815820
64.01,0.811000,0.815722
64.02,0.810944,0.815725
64.03,0.810889,0.818957
64.04,0.810833,0.816653
64.05,0.810778,0.814010
64.06,0.810722,0.809377
64.07,0.810667,0.802927
64.08,0.810611,0.796395
64.09,0.810556,0.789579
64.10,0.810500,0.790822
64.11,0.810444,0.793898
64.12,0.810389,0.794566
64.13,0.810333,0.795209
64.14,0.810278,0.786030
64.15,0.810222,0.784899
64.16,0.810167,0.779214
64.17,0.810111,0.783119
64.18,0.810056,0.785628
64.19,0.810000,0.785952
64.20,0.809944,0.790018
64.21,0.809889,0.789767
64.22,0.809833,0.792858
64.23,0.809778,0.792606
64.24,0.809722,0.786519
64.25,0.809667,0.791598
64.26,0.809611,0.791799
64.27,0.809556,0.792928
64.28,0.809500,0.794635
64.29,0.809444,0.792213
64.30,0.809389,0.791237
64.31,0.809333,0.785077
64.32,0.809278,0.780911
64.33,0.809222,0.783672
64.34,0.809167,0.781743
64.35,0.809111,0.781652
64.36,0.809056,0.780934
64.37,0.809000,0.790460
64.38,0.808944,0.799430
64.39,0.808889,0.798895
64.40,0.808833,0.801719
64.41,0.808778,0.807459
64.42,0.808722,0.806104
64.43,0.808667,0.808972
64.44,0.808611,0.810063
64.45,0.808556,0.805276
64.46,0.808500,0.812129
64.47,0.808444,0.813727
64.48,0.808389,0.815575
64.49,0.808333,0.822363
64.50,0.808278,0.828170
64.51,0.808222,0.829072
64.52,0.808167,0.824205
64.53,0.808111,0.829941
64.54,0.808056,0.823889
64.55,0.808000,0.822962
64.56,0.807944,0.819978
64.57,0.807889,0.815013
64.58,0.807833,0.813770
64.59,0.807778,0.811006
64.60,0.807722,0.818248
64.61,0.807667,0.818029
64.62,0.807611,0.815209
64.63,0.807556,0.819685
64.64,0.807500,0.820243
64.65,0.807444,0.822446
64.66,0.807389,0.816534
64.67,0.807333,0.819073
64.68,0.807278,0.821522
64.69,0.807222,0.819809
64.70,0.807167,0.823894
64.71,0.807111,0.819379
64.72,0.807056,0.820661
64.73,0.807000,0.826693
64.74,0.806944,0.826040
64.75,0.806889,0.824259
64.76,0.806833,0.822955
64.77,0.806778,0.826499
64.78,0.806722,0.828450
64.79,0.806667,0.832936
64.80,0.806611,0.830160
64.81,0.806556,0.828945
64.82,0.806500,0.833201
64.83,0.806444,0.830103
64.84,0.806389,0.830766
64.85,0.806333,0.833177
64.86,0.806278,0.827672
64.87,0.806222,0.830292
64.88,0.806167,0.834171
64.89,0.806111,0.833632
64.90,0.806056,0.831022
64.91,0.806000,0.829551
64.92,0.805944,0.827814
64.93,0.805889,0.830109
64.94,0.805833,0.837533
64.95,0.805778,0.838215
64.96,0.805722,0.840645
64.97,0.805667,0.836723
64.98,0.805611,0.836387
64.99,0.805556,0.837836
65.00,0.805500,0.834433
65.01,0.805500,0.825258
65.02,0.805500,0.828002
65.03,0.805500,0.827619
65.04,0.805500,0.824222
65.05,0.805500,0.816979
65.06,0.805500,0.811775
65.07,0.805500,0.808116
65.08,0.805500,0.812416
65.09,0.805500,0.812069
65.10,0.805500,0.813409
65.11,0.805500,0.810729
65.12,0.805500,0.809819
65.13,0.805500,0.801847
65.14,0.805500,0.803557
65.15,0.805500,0.799569
65.16,0.805500,0.807209
65.17,0.805500,0.807788
65.18,0.805500,0.800829
65.19,0.805500,0.807693
65.20,0.805500,0.807939
65.21,0.805500,0.804211
65.22,0.805500,0.802497
65.23,0.805500,0.804494
65.24,0.805500,0.805276
65.25,0.805500,0.801329
65.26,0.805500,0.804730
65.27,0.805500,0.809464
65.28,0.805500,0.805260
65.29,0.805500,0.803503
65.30,0.805500,0.807132
65.31,0.805500,0.807186
65.32,0.805500,0.807651
65.33,0.805500,0.811446
65.34,0.805500,0.813744
65.35,0.805500,0.809590
65.36,0.805500,0.807254
65.37,0.805500,0.805841
65.38,0.805500,0.802495
65.39,0.805500,0.804072
65.40,0.805500,0.796403
65.41,0.805500,0.801542
65.42,0.805500,0.793965
65.43,0.805500,0.795329
65.44,0.805500,0.792049
65.45,0.805500,0.782730
65.46,0.805500,0.791292
65.47,0.805500,0.791400
65.48,0.805500,0.791292
65.49,0.805500,0.795780
65.50,0.805500,0.791439
65.51,0.805500,0.799892
65.52,0.805500,0.803966
65.53,0.805500,0.809145
65.54,0.805500,0.804005
65.55,0.805500,0.803126
65.56,0.805500,0.807182
65.57,0.805500,0.804825
65.58,0.805500,0.800258
65.59,0.805500,0.802435
65.60,0.805500,0.807039
65.61,0.805500,0.811266
65.62,0.805500,0.809493
65.63,0.805500,0.808094
65.64,0.805500,0.807902
65.65,0.805500,0.807395
65.66,0.805500,0.802839
65.67,0.805500,0.798760
65.68,0.805500,0.804335
65.69,0.805500,0.808456
65.70,0.805500,0.806575
65.71,0.805500,0.811870
65.72,0.805500,0.816241
65.73,0.805500,0.816065
65.74,0.805500,0.819860
65.75,0.805500,0.816208
65.76,0.805500,0.816864
65.77,0.805500,0.812907
65.78,0.805500,0.817656
65.79,0.805500,0.813563
65.80,0.805500,0.807949
65.81,0.805500,0.807657
65.82,0.805500,0.809365
65.83,0.805500,0.811634
65.84,0.805500,0.804630
65.85,0.805500,0.804879
65.86,0.805500,0.800311
65.87,0.805500,0.798003
65.88,0.805500,0.800479
65.89,0.805500,0.809757
65.90,0.805500,0.810865
65.91,0.805500,0.816106
65.92,0.805500,0.819590
65.93,0.805500,0.815219
65.94,0.805500,0.817695
65.95,0.805500,0.816212
65.96,0.805500,0.821576
65.97,0.805500,0.822774
65.98,0.805500,0.821942
65.99,0.805500,0.819785
66.00,0.805500,0.816033
66.01,0.805500,0.815241
66.02,0.805500,0.814685
66.03,0.805500,0.808507
66.04,0.805500,0.806843
66.05,0.805500,0.804189
66.06,0.805500,0.808948
66.07,0.805500,0.802667
66.08,0.805500,0.799015
66.09,0.805500,0.806990
66.10,0.805500,0.803598
66.11,0.805500,0.805138
66.12,0.805500,0.809445
66.13,0.805500,0.813073
66.14,0.805500,0.812391
66.15,0.805500,0.810791
66.16,0.805500,0.810609
66.17,0.805500,0.805838
66.18,0.805500,0.810120
66.19,0.805500,0.803899
66.20,0.805500,0.801880
66.21,0.805500,0.800246
66.22,0.805500,0.808178
66.23,0.805500,0.809657
66.24,0.805500,0.816619
66.25,0.805500,0.814864
66.26,0.805500,0.814740
66.27,0.805500,0.816917
66.28,0.805500,0.818805
66.29,0.805500,0.823659
66.30,0.805500,0.827708
66.31,0.805500,0.819067
66.32,0.805500,0.811994
66.33,0.805500,0.812598
66.34,0.805500,0.817781
66.35,0.805500,0.815042
66.36,0.805500,0.818778
66.37,0.805500,0.814229
66.38,0.805500,0.811414
66.39,0.805500,0.810890
66.40,0.805500,0.811537
66.41,0.805500,0.815611
66.42,0.805500,0.822255
66.43,0.805500,0.817264
66.44,0.805500,0.817681
66.45,0.805500,0.820066
66.46,0.805500,0.819017
66.47,0.805500,0.821248
66.48,0.805500,0.818905
66.49,0.805500,0.814344
66.50,0.805500,0.814965
66.51,0.805500,0.812638
66.52,0.805500,0.809978
66.53,0.805500,0.807308
66.54,0.805500,0.805677
66.55,0.805500,0.802530
66.56,0.805500,0.796052
66.57,0.805500,0.794200
66.58,0.805500,0.792833
66.59,0.805500,0.789110
66.60,0.805500,0.790959
66.61,0.805500,0.791174
66.62,0.805500,0.783856
66.63,0.805500,0.788722
66.64,0.805500,0.789022
66.65,0.805500,0.781573
66.66,0.805500,0.786209
66.67,0.805500,0.793293
66.68,0.805500,0.795099
66.69,0.805500,0.793703
66.70,0.805500,0.790895
66.71,0.805500,0.795610
66.72,0.805500,0.795032
66.73,0.805500,0.796145
66.74,0.805500,0.791255
66.75,0.805500,0.786860
66.76,0.805500,0.789942
66.77,0.805500,0.793642
66.78,0.805500,0.792395
66.79,0.805500,0.789629
66.80,0.805500,0.789051
66.81,0.805500,0.794038
66.82,0.805500,0.795288
66.83,0.805500,0.795030
66.84,0.805500,0.794570
66.85,0.805500,0.789941
66.86,0.805500,0.780565
66.87,0.805500,0.779375
66.88,0.805500,0.781888
66.89,0.805500,0.778448
66.90,0.805500,0.769802
66.91,0.805500,0.768055
66.92,0.805500,0.773904
66.93,0.805500,0.765424
66.94,0.805500,0.767606
66.95,0.805500,0.771379
66.96,0.805500,0.774808
66.97,0.805500,0.769327
66.98,0.805500,0.771677
66.99,0.805500,0.777815
67.00,0.805500,0.777140
67.01,0.805500,0.771470
67.02,0.805500,0.763391
67.03,0.805500,0.767216
67.04,0.805500,0.768806
67.05,0.805500,0.770025
67.06,0.805500,0.768376
67.07,0.805500,0.767625
67.08,0.805500,0.768472
67.09,0.805500,0.777658
67.10,0.805500,0.774273
67.11,0.805500,0.779067
67.12,0.805500,0.781174
67.13,0.805500,0.773267
67.14,0.805500,0.774331
67.15,0.805500,0.780372
67.16,0.805500,0.783686
67.17,0.805500,0.781646
67.18,0.805500,0.782191
67.19,0.805500,0.779578
67.20,0.805500,0.784485
67.21,0.805500,0.779485
67.22,0.805500,0.776963
67.23,0.805500,0.774534
67.24,0.805500,0.773974
67.25,0.805500,0.773854
67.26,0.805500,0.772275
67.27,0.805500,0.776714
67.28,0.805500,0.784546
67.29,0.805500,0.792196
67.30,0.805500,0.788899
67.31,0.805500,0.794193
67.32,0.805500,0.793754
67.33,0.805500,0.790504
67.34,0.805500,0.788003
67.35,0.805500,0.785279
67.36,0.805500,0.789137
67.37,0.805500,0.786787
67.38,0.805500,0.792998
67.39,0.805500,0.789672
67.40,0.805500,0.793994
67.41,0.805500,0.791051
67.42,0.805500,0.790197
67.43,0.805500,0.792725
67.44,0.805500,0.790978
67.45,0.805500,0.792747
67.46,0.805500,0.794451
67.47,0.805500,0.800383
67.48,0.805500,0.806306
67.49,0.805500,0.809816
67.50,0.805500,0.811632
67.51,0.805500,0.819446
67.52,0.805500,0.821119
67.53,0.805500,0.814044
67.54,0.805500,0.821770
67.55,0.805500,0.814778
67.56,0.805500,0.817456
67.57,0.805500,0.814907
67.58,0.805500,0.814130
67.59,0.805500,0.816411
67.60,0.805500,0.814531
67.61,0.805500,0.818679
67.62,0.805500,0.817971
67.63,0.805500,0.815616
67.64,0.805500,0.816799
67.65,0.805500,0.812602
67.66,0.805500,0.819331
67.67,0.805500,0.815143
67.68,0.805500,0.820733
67.69,0.805500,0.822770
67.70,0.805500,0.827036
67.71,0.805500,0.828847
67.72,0.805500,0.834881
67.73,0.805500,0.834102
67.74,0.805500,0.834717
67.75,0.805500,0.842840
67.76,0.805500,0.837380
67.77,0.805500,0.834837
67.78,0.805500,0.836782
67.79,0.805500,0.837189
67.80,0.805500,0.834968
67.81,0.805500,0.835237
67.82,0.805500,0.842925
67.83,0.805500,0.843949
67.84,0.805500,0.848704
67.85,0.805500,0.847006
67.86,0.805500,0.849663
67.87,0.805500,0.851495
67.88,0.805500,0.855456
67.89,0.805500,0.852887
67.90,0.805500,0.854079
67.91,0.805500,0.849785
67.92,0.805500,0.845858
67.93,0.805500,0.841026
67.94,0.805500,0.840558
67.95,0.805500,0.841463
67.96,0.805500,0.844223
67.97,0.805500,0.842069
67.98,0.805500,0.836645
67.99,0.805500,0.839165
68.00,0.805500,0.836465
68.01,0.805500,0.830303
68.02,0.805500,0.826248
68.03,0.805500,0.833018
68.04,0.805500,0.835984
68.05,0.805500,0.839260
68.06,0.805500,0.843043
68.07,0.805500,0.844805
68.08,0.805500,0.842110
68.09,0.805500,0.844428
68.10,0.805500,0.847082
68.11,0.805500,0.845875
68.12,0.805500,0.848478
68.13,0.805500,0.848156
68.14,0.805500,0.842933
68.15,0.805500,0.839153
68.16,0.805500,0.834569
68.17,0.805500,0.825337
68.18,0.805500,0.824085
68.19,0.805500,0.818792
68.20,0.805500,0.824473
68.21,0.805500,0.824295
68.22,0.805500,0.824648
68.23,0.805500,0.822685
68.24,0.805500,0.826130
68.25,0.805500,0.831019
68.26,0.805500,0.828615
68.27,0.805500,0.832891
68.28,0.805500,0.835653
68.29,0.805500,0.837059
68.30,0.805500,0.839565
68.31,0.805500,0.836431
68.32,0.805500,0.828806
68.33,0.805500,0.822715
68.34,0.805500,0.824175
68.35,0.805500,0.830502
68.36,0.805500,0.829376
68.37,0.805500,0.830698
68.38,0.805500,0.827473
68.39,0.805500,0.833888
68.40,0.805500,0.839130
68.41,0.805500,0.835176
68.42,0.805500,0.837332
68.43,0.805500,0.827584
68.44,0.805500,0.827509
68.45,0.805500,0.820840
68.46,0.805500,0.821950
68.47,0.805500,0.826267
68.48,0.805500,0.828331
68.49,0.805500,0.828855
68.50,0.805500,0.834173
68.51,0.805500,0.831971
68.52,0.805500,0.826289
68.53,0.805500,0.829296
68.54,0.805500,0.830412
68.55,0.805500,0.827196
68.56,0.805500,0.831740
68.57,0.805500,0.830359
68.58,0.805500,0.834578
68.59,0.805500,0.832992
68.60,0.805500,0.836170
68.61,0.805500,0.843421
68.62,0.805500,0.842032
68.63,0.805500,0.837973
68.64,0.805500,0.832280
68.65,0.805500,0.831821
68.66,0.805500,0.824987
68.67,0.805500,0.832539
68.68,0.805500,0.827357
68.69,0.805500,0.828435
68.70,0.805500,0.821730
68.71,0.805500,0.817047
68.72,0.805500,0.816511
68.73,0.805500,0.813798
68.74,0.805500,0.819458
68.75,0.805500,0.818733
68.76,0.805500,0.818353
68.77,0.805500,0.826255
68.78,0.805500,0.824657
68.79,0.805500,0.817462
68.80,0.805500,0.815970
68.81,0.805500,0.809405
68.82,0.805500,0.806537
68.83,0.805500,0.805443
68.84,0.805500,0.808264
68.85,0.805500,0.800410
68.86,0.805500,0.796402
68.87,0.805500,0.794844
68.88,0.805500,0.790933
68.89,0.805500,0.790829
68.90,0.805500,0.788845
68.91,0.805500,0.786204
68.92,0.805500,0.781770
68.93,0.805500,0.784516
68.94,0.805500,0.788105
68.95,0.805500,0.784960
68.96,0.805500,0.789265
68.97,0.805500,0.787231
68.98,0.805500,0.780665
68.99,0.805500,0.782507
69.00,0.805500,0.785225
69.01,0.805500,0.783966
69.02,0.805500,0.789041
69.03,0.805500,0.789110
69.04,0.805500,0.792218
69.05,0.805500,0.790391
69.06,0.805500,0.787164
69.07,0.805500,0.780392
69.08,0.805500,0.786954
69.09,0.805500,0.790661
69.10,0.805500,0.788683
69.11,0.805500,0.781958
69.12,0.805500,0.788361
69.13,0.805500,0.798299
69.14,0.805500,0.794050
69.15,0.805500,0.788594
69.16,0.805500,0.797580
69.17,0.805500,0.794615
69.18,0.805500,0.793331
69.19,0.805500,0.789681
69.20,0.805500,0.792031
69.21,0.805500,0.790627
69.22,0.805500,0.790850
69.23,0.805500,0.793575
69.24,0.805500,0.792848
69.25,0.805500,0.797493
69.26,0.805500,0.800395
69.27,0.805500,0.797643
69.28,0.805500,0.798760
69.29,0.805500,0.804339
69.30,0.805500,0.806890
69.31,0.805500,0.810603
69.32,0.805500,0.811146
69.33,0.805500,0.809470
69.34,0.805500,0.807749
69.35,0.805500,0.805565
69.36,0.805500,0.799478
69.37,0.805500,0.801779
69.38,0.805500,0.794258
69.39,0.805500,0.788164
69.40,0.805500,0.794021
69.41,0.805500,0.796209
69.42,0.805500,0.798207
69.43,0.805500,0.794269
69.44,0.805500,0.793929
69.45,0.805500,0.795591
69.46,0.805500,0.792584
69.47,0.805500,0.798276
69.48,0.805500,0.797584
69.49,0.805500,0.802361
69.50,0.805500,0.801619
69.51,0.805500,0.796822
69.52,0.805500,0.790836
69.53,0.805500,0.794181
69.54,0.805500,0.790074
69.55,0.805500,0.796278
69.56,0.805500,0.797230
69.57,0.805500,0.793744
69.58,0.805500,0.800438
69.59,0.805500,0.800918
69.60,0.805500,0.797819
69.61,0.805500,0.805937
69.62,0.805500,0.803810
69.63,0.805500,0.797990
69.64,0.805500,0.802646
69.65,0.805500,0.804093
69.66,0.805500,0.802449
69.67,0.805500,0.800553
69.68,0.805500,0.801763
69.69,0.805500,0.796227
69.70,0.805500,0.798856
69.71,0.805500,0.791960
69.72,0.805500,0.793379
69.73,0.805500,0.791290
69.74,0.805500,0.796718
69.75,0.805500,0.791683
69.76,0.805500,0.789659
69.77,0.805500,0.787919
69.78,0.805500,0.784353
69.79,0.805500,0.788039
69.80,0.805500,0.791384
69.81,0.805500,0.792616
69.82,0.805500,0.786992
69.83,0.805500,0.781153
69.84,0.805500,0.776782
69.85,0.805500,0.780536
69.86,0.805500,0.780796
69.87,0.805500,0.782726
69.88,0.805500,0.781861
69.89,0.805500,0.788044
69.90,0.805500,0.780070
69.91,0.805500,0.785059
69.92,0.805500,0.784739
69.93,0.805500,0.783904
69.94,0.805500,0.785297
69.95,0.805500,0.786637
69.96,0.805500,0.792226
69.97,0.805500,0.789968
69.98,0.805500,0.799206
69.99,0.805500,0.793965
70.00,0.805500,0.791432
70.01,0.805444,0.784533
70.02,0.805389,0.783435
70.03,0.805333,0.782164
70.04,0.805278,0.786808
70.05,0.805222,0.782375
70.06,0.805167,0.787008
70.07,0.805111,0.783715
70.08,0.805056,0.785358
70.09,0.805000,0.790398
70.10,0.804944,0.784673
70.11,0.804889,0.784495
70.12,0.804833,0.778039
70.13,0.804778,0.782502
70.14,0.804722,0.785750
70.15,0.804667,0.785943
70.16,0.804611,0.796189
70.17,0.804556,0.791181
70.18,0.804500,0.795155
70.19,0.804444,0.797934
70.20,0.804389,0.804698
70.21,0.804333,0.806602
70.22,0.804278,0.815039
70.23,0.804222,0.820022
70.24,0.804167,0.822830
70.25,0.804111,0.823337
70.26,0.804056,0.823089
70.27,0.804000,0.819078
70.28,0.803944,0.825582
70.29,0.803889,0.827971
70.30,0.803833,0.821052
70.31,0.803778,0.818260
70.32,0.803722,0.817242
70.33,0.803667,0.821817
70.34,0.803611,0.827062
70.35,0.803556,0.821845
70.36,0.803500,0.812939
70.37,0.803444,0.817348
70.38,0.803389,0.809440
70.39,0.803333,0.802029
70.40,0.803278,0.802952
70.41,0.803222,0.799753
70.42,0.803167,0.798869
70.43,0.803111,0.802620
70.44,0.803056,0.797540
70.45,0.803000,0.798193
70.46,0.802944,0.800081
70.47,0.802889,0.798650
70.48,0.802833,0.800201
70.49,0.802778,0.809552
70.50,0.802722,0.806930
70.51,0.802667,0.803564
70.52,0.802611,0.801684
70.53,0.802556,0.796093
70.54,0.802500,0.795737
70.55,0.802444,0.795177
70.56,0.802389,0.794328
70.57,0.802333,0.795810
70.58,0.802278,0.796708
70.59,0.802222,0.790762
70.60,0.802167,0.790272
70.61,0.802111,0.792206
70.62,0.802056,0.793751
70.63,0.802000,0.798484
70.64,0.801944,0.791415
70.65,0.801889,0.786905
70.66,0.801833,0.786329
70.67,0.801778,0.784829
70.68,0.801722,0.791972
70.69,0.801667,0.795185
70.70,0.801611,0.793357
70.71,0.801556,0.796517
70.72,0.801500,0.797360
70.73,0.801444,0.800161
70.74,0.801389,0.799397
70.75,0.801333,0.803271
70.76,0.801278,0.800716
70.77,0.801222,0.794062
70.78,0.801167,0.802529
70.79,0.801111,0.807855
70.80,0.801056,0.801356
